,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,annealed_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
836,6236,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,36,-7560.8779296875,30.721698761,7606.80859375,7530.1528320312,76.6566314697,0.635,0.6216,0.5141,0.5052,0.6548600000000001,0.32088,0.1559776492,0.2555474793,0.036967873400000004,0.013560000000000001,0.7796858534000001,0.6980542879,0.6785889304
837,6237,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,37,-7558.6040039062,30.5194721222,7603.1171875,7528.0815429688,75.0304946899,0.6383,0.6212,0.4964,0.491,0.64524,0.3038,0.0798066461,0.22641052450000002,0.0216798887,0.00816,0.7431551012000001,0.6921870031,0.6735867857000001
838,6238,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,38,-7569.8359375,30.1283626556,7616.2763671875,7539.7075195312,76.5731735229,0.6296,0.6102000000000001,0.49250000000000005,0.48,0.6383800000000001,0.26584,0.06395257730000001,0.15429340490000001,0.0450311907,0.00812,0.7431889863000001,0.6862841198,0.667094358
839,6239,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,39,-7564.0200195312,30.4296798706,7609.541015625,7533.5864257812,75.9510726929,0.44010000000000005,0.4224,0.36710000000000004,0.378,0.63222,0.25804000000000005,0.0430001854,0.1355953997,0.0034573085000000003,0.00676,0.6840150509,0.6880174573000001,0.6681867420000001
840,6240,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,40,-7560.3564453125,30.6842346191,7605.7197265625,7529.6694335938,76.0413284302,0.585,0.5754,0.4258,0.41200000000000003,0.64698,0.30508,0.0682771693,0.2187776375,0.0236817266,0.00736,0.7040185934000001,0.6888633818000001,0.6695479320000001
841,6241,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,41,-7563.1069335938,31.3407993317,7609.783203125,7531.76171875,78.0174713135,0.6089,0.5834,0.4177,0.39640000000000003,0.6263200000000001,0.25624,0.049799630000000004,0.1370646782,0.0228122108,0.00544,0.7431560494,0.6871551891000001,0.66711874
842,6242,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,42,-7562.5268554688,30.8996906281,7607.3330078125,7531.6264648438,75.7087936401,0.6315000000000001,0.618,0.5044000000000001,0.497,0.6638000000000001,0.32376000000000005,0.075894273,0.2099530044,0.039613112900000004,0.00736,0.7636715074,0.6784500547,0.6582826943
843,6243,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,43,-7556.2216796875,30.7748985291,7600.2690429688,7525.4462890625,74.8275527954,0.48550000000000004,0.47200000000000003,0.3926,0.3942,0.64354,0.30404000000000003,0.0687756791,0.2182093742,0.0170452422,0.006240000000000001,0.6921165649000001,0.6854607839,0.6650536077
844,6244,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,44,-7560.2119140625,30.5477180481,7603.4760742188,7529.6640625,73.811882019,0.5596,0.5418000000000001,0.42710000000000004,0.4284,0.6442,0.29864,0.06810745430000001,0.2088092481,0.0261946661,0.0038,0.7219447378,0.6899615936,0.6704653749
845,6245,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,45,-7567.2827148438,30.726354599,7612.6000976562,7536.55859375,76.0437164307,0.6358,0.62,0.4787,0.4716,0.64026,0.2786,0.0537524005,0.1491065895,0.0381019251,0.013880000000000002,0.7389060474,0.6899200749000001,0.6716883277
846,6246,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,46,-7569.5947265625,30.4451942444,7613.9584960938,7539.13671875,74.8178939819,0.5348,0.5234,0.38020000000000004,0.3694,0.65146,0.32304000000000005,0.0625785214,0.1878956609,0.0140156245,0.00776,0.7286877793000001,0.6899539013,0.6705093412
847,6247,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,47,-7567.1811523438,30.2036247253,7612.6909179688,7536.9765625,75.717300415,0.5859,0.5656,0.401,0.3936,0.63358,0.2554,0.0451393522,0.1103597461,0.022347781400000002,0.0041600000000000005,0.736050667,0.6844585602000001,0.665089977
848,6248,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,48,-7568.2275390625,30.8893871307,7613.5678710938,7537.3315429688,76.2330169678,0.5659000000000001,0.5556,0.368,0.3598,0.64144,0.27140000000000003,0.04190357,0.12054815,0.015964022,0.011840000000000002,0.7503674886,0.6922810277,0.6737448866
849,6249,'scream_dsprites','dip_vae_i',,,10.0,20.0,,,49,-7568.1372070312,30.6548957825,7614.0659179688,7537.4760742188,76.5828857422,0.6134000000000001,0.5862,0.3911,0.38880000000000003,0.65042,0.28556000000000004,0.0508454504,0.139062776,0.0185858294,0.0034800000000000005,0.7788251861000001,0.6807759209,0.6618405284000001
850,6250,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,0,-7582.515625,32.6721839905,7684.826171875,7549.837890625,134.9770965576,0.5598000000000001,0.5432,0.355,0.34,0.6282800000000001,0.25488,0.0429643773,0.0997744124,0.009738978300000001,0.00444,0.7741859319000001,0.6893600524,0.6705020610000001
851,6251,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,1,-7579.5209960938,31.7610797882,7681.0971679688,7547.7680664062,133.3304290771,0.6123000000000001,0.5936,0.4798,0.47640000000000005,0.62094,0.22944,0.0424173749,0.0781778244,0.0238144503,0.0092,0.8133924121,0.6782807295000001,0.6606600179000001
852,6252,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,2,-7575.6166992188,31.9286251068,7676.6279296875,7543.6909179688,132.941619873,0.5827,0.5628000000000001,0.382,0.38620000000000004,0.6252,0.23856000000000002,0.0450343296,0.1123962805,0.032555640500000003,0.005960000000000001,0.7757447638,0.6778420510000001,0.6590154855
853,6253,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,3,-7580.0385742188,31.517414093,7684.6455078125,7548.5234375,136.125,0.5648000000000001,0.548,0.4172,0.41140000000000004,0.62058,0.22264,0.028283486200000003,0.0796118131,0.0111008391,0.00372,0.7664377440000001,0.6806883930000001,0.6629938996
854,6254,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,4,-7576.787109375,32.5551986694,7679.0249023438,7544.23828125,134.7923431396,0.5387000000000001,0.5258,0.3533,0.3378,0.62756,0.25312,0.0416391928,0.1141004632,0.0077237892,0.0038400000000000005,0.7441607733000001,0.6833857424,0.6641846682
855,6255,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,5,-7577.0805664062,31.490776062,7684.556640625,7545.591796875,138.9694061279,0.6178,0.5892000000000001,0.5426,0.5404,0.6235200000000001,0.23440000000000003,0.09574817740000001,0.1356269511,0.0650942514,0.01016,0.7337469034,0.6746577657,0.6524194045
856,6256,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,6,-7577.96484375,33.0536117554,7680.056640625,7544.9067382812,135.1503601074,0.5405,0.5236000000000001,0.3672,0.3632,0.6225,0.23908000000000001,0.0323639577,0.0784402354,0.014650419100000001,0.00432,0.7382313835000001,0.6750877903,0.6575510360000001
857,6257,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,7,-7578.0009765625,32.1508522034,7681.8657226562,7545.8447265625,136.0173187256,0.5832,0.5640000000000001,0.379,0.38280000000000003,0.6086600000000001,0.22768000000000002,0.0368213071,0.1084326527,0.0174625954,0.00772,0.7759424417,0.6832922191,0.6631265418
858,6258,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,8,-7581.693359375,31.8926734924,7684.6015625,7549.8056640625,134.7988739014,0.6319,0.6246,0.5273,0.5192,0.61648,0.22888000000000003,0.0671962894,0.10340760140000001,0.060275985100000005,0.0178,0.8138655288000001,0.6907151119,0.671591108
859,6259,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,9,-7573.4780273438,32.0362930298,7675.2651367188,7541.4389648438,133.8228149414,0.47790000000000005,0.46880000000000005,0.3519,0.3488,0.61968,0.2454,0.035204873000000005,0.10728306480000001,0.005445999,0.008320000000000001,0.6874443781,0.6825001457000001,0.6655636825
860,6260,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,10,-7589.6748046875,31.6578025818,7692.6743164062,7558.0126953125,134.6656646729,0.5731,0.5606,0.521,0.5118,0.6242,0.24296,0.0462992972,0.0840332424,0.0404127223,0.009000000000000001,0.7855888597,0.6786002228,0.6626437418000001
861,6261,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,11,-7576.65234375,31.6924762726,7675.7973632812,7544.962890625,130.8369293213,0.4832,0.47300000000000003,0.37310000000000004,0.3748,0.6464000000000001,0.30616000000000004,0.0498392181,0.16637131130000002,0.0068427072,0.005240000000000001,0.6963455265,0.681955567,0.6642949015
862,6262,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,12,-7578.8081054688,31.6889266968,7679.9555664062,7547.1176757812,132.8405914307,0.6312,0.6164000000000001,0.5124000000000001,0.5066,0.6276600000000001,0.24756000000000003,0.0707313383,0.11968612120000001,0.0567042218,0.007320000000000001,0.8027662468000001,0.6927406580000001,0.6746581262
863,6263,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,13,-7578.6909179688,33.0000534058,7678.2719726562,7545.6923828125,132.5842590332,0.5675,0.556,0.43870000000000003,0.42760000000000004,0.62404,0.25972,0.046764413000000005,0.1402607474,0.007754113000000001,0.0054,0.7221465206000001,0.6855887535,0.6669586487
864,6264,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,14,-7571.9155273438,32.7709350586,7676.171875,7539.1396484375,137.0281524658,0.545,0.5242,0.4058,0.39940000000000003,0.6250800000000001,0.24676,0.038860989900000004,0.101267956,0.0209423835,0.004560000000000001,0.7481161522,0.6867017727,0.6646061099
865,6265,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,15,-7577.0004882812,33.1402664185,7680.0786132812,7543.8598632812,136.2167205811,0.5401,0.5282,0.35760000000000003,0.34440000000000004,0.62234,0.22988000000000003,0.0359447617,0.09212556320000001,0.003997507500000001,0.00872,0.7735441270000001,0.6835226427000001,0.6646340983
866,6266,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,16,-7575.5712890625,32.217300415,7674.787109375,7543.3505859375,131.4370269775,0.6325000000000001,0.621,0.5309,0.5268,0.63866,0.29,0.07652249200000001,0.2062128209,0.0565596852,0.00928,0.7276337139,0.6917969402,0.6735709414000001
867,6267,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,17,-7578.8081054688,32.4262199402,7679.8823242188,7546.3779296875,133.5017852783,0.5695,0.5616,0.3917,0.38920000000000005,0.6344000000000001,0.26532,0.051610854000000005,0.1465222858,0.0249709532,0.00608,0.7399342268,0.6847908726,0.6655827775000001
868,6268,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,18,-7575.8359375,31.882932663,7681.8110351562,7543.9555664062,137.8503723145,0.46890000000000004,0.4576,0.3252,0.32180000000000003,0.6128,0.21492000000000003,0.021313035600000002,0.0582087957,0.0127737599,0.0048400000000000006,0.7348664043,0.6733889768,0.6557160717
869,6269,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,19,-7584.90234375,31.7427959442,7687.5693359375,7553.158203125,134.4057006836,0.5986,0.5766,0.4536,0.45020000000000004,0.6257,0.23292000000000002,0.041454973,0.0805680396,0.0150132318,0.0029200000000000003,0.8083504813,0.6777161824,0.6608523452
870,6270,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,20,-7571.6064453125,33.5990867615,7674.724609375,7538.0083007812,136.7198028564,0.6198,0.5958,0.5016,0.4944,0.6405200000000001,0.278,0.0781394022,0.1519290396,0.07177886680000001,0.00812,0.7862869522,0.6918130868,0.6726617962
871,6271,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,21,-7578.0634765625,31.9158782959,7680.6845703125,7546.1459960938,134.54246521,0.6047,0.597,0.5259,0.5134000000000001,0.6178400000000001,0.22484,0.039318694,0.0811483395,0.0285083993,0.00736,0.7957942226,0.6746814182,0.6566491107
872,6272,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,22,-7577.962890625,32.5024757385,7681.06640625,7545.466796875,135.5903015137,0.43920000000000003,0.42460000000000003,0.3304,0.3196,0.62572,0.22048,0.026482876800000003,0.06929450350000001,0.002845944,0.0017200000000000002,0.7135773558,0.6756665983,0.6588870466
873,6273,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,23,-7585.59765625,31.2570667267,7690.4008789062,7554.3452148438,136.0610961914,0.6131,0.6024,0.5224,0.5176000000000001,0.6228800000000001,0.22236000000000003,0.0454460893,0.0642464616,0.0367027425,0.005560000000000001,0.8550056966,0.6831845876,0.666676601
874,6274,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,24,-7573.306640625,33.2099533081,7675.853515625,7540.0986328125,135.7526092529,0.495,0.4736,0.3569,0.3588,0.62516,0.22484,0.027055279800000002,0.0764192434,0.0050247086,0.0011200000000000001,0.7537567417000001,0.6869704823,0.6687801186
875,6275,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,25,-7580.1137695312,32.0754966736,7679.3198242188,7548.044921875,131.277053833,0.4791,0.4676,0.3514,0.3524,0.6335000000000001,0.26216,0.044010557000000006,0.1151933851,0.0059058544000000004,0.007200000000000001,0.7037386929,0.6893394327,0.6730377832000001
876,6276,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,26,-7577.6186523438,32.5606422424,7679.1142578125,7545.0576171875,134.0526275635,0.5014000000000001,0.48960000000000004,0.376,0.3734,0.62904,0.25824,0.0392650857,0.11556411920000001,0.0060818056,0.0048400000000000006,0.7382498892,0.6797661571,0.6603604116
877,6277,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,27,-7575.8247070312,31.709980011,7677.9721679688,7544.115234375,133.8605194092,0.6121,0.604,0.5057,0.5018,0.62416,0.24436000000000002,0.0649030906,0.11068717730000001,0.040096656,0.00476,0.7605893259000001,0.6905645262,0.6731292061
878,6278,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,28,-7569.5654296875,32.2361602783,7676.662109375,7537.33203125,139.3333587646,0.5685,0.5608000000000001,0.3961,0.388,0.62672,0.21528000000000003,0.0284567057,0.0602542394,0.0067268224000000005,0.0032400000000000003,0.7998043224,0.6785923260000001,0.6603486145
879,6279,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,29,-7569.638671875,32.6299247742,7668.8608398438,7537.01171875,131.850692749,0.4595,0.426,0.3689,0.35760000000000003,0.62382,0.2546,0.0450096758,0.1296973003,0.0018748987,0.00352,0.6939915710000001,0.682474495,0.6652653655
880,6280,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,30,-7573.6787109375,32.1119728088,7672.1030273438,7541.56640625,130.5380554199,0.49470000000000003,0.4768,0.39,0.3896,0.62782,0.25924,0.0332368388,0.1071100813,0.0014944280000000001,0.00536,0.7073247327000001,0.6790624736,0.6620035905
881,6281,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,31,-7578.8627929688,33.5790176392,7682.4345703125,7545.27734375,137.1490936279,0.616,0.5958,0.5281,0.5246000000000001,0.61982,0.23344,0.0584785883,0.1196021592,0.037469106200000005,0.005920000000000001,0.7160504131000001,0.6724470531,0.6538884179000001
882,6282,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,32,-7578.5986328125,32.422000885,7678.5693359375,7546.173828125,132.3869781494,0.629,0.6206,0.5461,0.547,0.64178,0.27512000000000003,0.0850207003,0.15858327460000002,0.0543927071,0.01272,0.7478180285,0.6987086214,0.6789134991
883,6283,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,33,-7582.17578125,31.8236026764,7685.3984375,7550.3544921875,135.0462188721,0.43310000000000004,0.40840000000000004,0.3476,0.33280000000000004,0.6178400000000001,0.23576000000000003,0.0340699913,0.0922964607,0.0255521524,0.00512,0.6688593244000001,0.6791933023000001,0.6631250669000001
884,6284,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,34,-7576.6342773438,32.6599884033,7680.6708984375,7543.9750976562,136.7009124756,0.5191,0.4978,0.34840000000000004,0.3378,0.62422,0.24036000000000002,0.0332852245,0.08955070600000001,0.0071210273,0.0056,0.7403253016,0.684278534,0.6660444516
885,6285,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,35,-7579.6650390625,31.8569526672,7684.0639648438,7547.8120117188,136.2498474121,0.6091,0.593,0.429,0.43660000000000004,0.6213000000000001,0.2368,0.0353440758,0.07920523360000001,0.0179389627,0.00644,0.7660175695,0.6781918891000001,0.6577761184
886,6286,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,36,-7583.0791015625,31.8272151947,7690.9609375,7551.2485351562,139.707824707,0.598,0.5954,0.4395,0.442,0.6268400000000001,0.22588000000000003,0.0360644667,0.0805055971,0.0206469396,0.014240000000000001,0.7639207888,0.6810331081000001,0.66373629
887,6287,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,37,-7571.6176757812,32.5158348083,7674.275390625,7539.1005859375,135.1746063232,0.5116,0.499,0.3874,0.38620000000000004,0.62612,0.23668000000000003,0.0350881953,0.1008651936,0.0120242414,0.00468,0.7361094845,0.6833101438,0.6662094752000001
888,6288,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,38,-7591.1508789062,31.571018219,7698.1176757812,7559.5795898438,138.5404205322,0.6074,0.595,0.5159,0.512,0.62114,0.21184000000000003,0.0504985571,0.0541322398,0.022928958000000003,0.0046,0.9254852439000001,0.6827583699,0.666951988
889,6289,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,39,-7578.4711914062,31.775680542,7680.5229492188,7546.6899414062,133.8356018066,0.6332,0.627,0.5468000000000001,0.5418000000000001,0.6354200000000001,0.25616,0.1015856488,0.1558128659,0.0595979081,0.013960000000000002,0.8221995128,0.6960317257,0.6811599714000001
890,6290,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,40,-7575.7548828125,32.6446228027,7676.5463867188,7543.1123046875,133.4346313477,0.543,0.5366000000000001,0.4035,0.40140000000000003,0.62422,0.25864000000000004,0.0449918605,0.1372706824,0.020596008000000002,0.004560000000000001,0.715496223,0.6916372001000001,0.6749542424
891,6291,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,41,-7572.9995117188,32.880531311,7673.3994140625,7540.1171875,133.280166626,0.5704,0.5468000000000001,0.3683,0.3592,0.62516,0.24984000000000003,0.0404756545,0.12059775660000001,0.0101384783,0.00864,0.7225250794,0.6862469405,0.6652464994
892,6292,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,42,-7587.6791992188,31.1103000641,7693.4448242188,7556.5620117188,136.8802032471,0.6062000000000001,0.5856,0.4863,0.4838,0.62172,0.21564000000000003,0.02803777,0.053846410500000004,0.021228362400000002,0.0054800000000000005,0.8532213213000001,0.680069955,0.6626808844000001
893,6293,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,43,-7573.3828125,31.958688736,7675.888671875,7541.4184570312,134.4631347656,0.6201,0.6014,0.44680000000000003,0.4282,0.6155,0.22232000000000002,0.037939484,0.09156703420000001,0.0057118952,0.006640000000000001,0.7559893501,0.6828876869,0.6650066303000001
894,6294,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,44,-7576.521484375,31.970659256,7680.5737304688,7544.5498046875,136.0183105469,0.6017,0.5866,0.466,0.46140000000000003,0.6327,0.23284000000000002,0.0370183017,0.0933708276,0.0309991213,0.006880000000000001,0.8250559666,0.6789843184000001,0.6612001533
895,6295,'scream_dsprites','dip_vae_i',,,10.0,50.0,,,45,-7583.9614257812,31.4505805969,7687.6162109375,7552.5122070312,135.1023406982,0.5717,0.5556,0.4565,0.44580000000000003,0.6277,0.23072,0.0311465762,0.0708126815,0.0161341901,0.00604,0.7941090373,0.6734742138,0.6573896278
